,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
1514,hydrate,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Fluid balance regulation (procedure),276026009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1515,hydrate,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Hydratase (substance),304267002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1516,hydrate,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Fluid/electrolyte balance regulation (procedure),266704000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1517,medications,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Drug treatment stopped - medical advice (situation),182840001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1518,medications,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Medication stopped - ineffective (situation),395007004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1519,medications,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Recommendation to continue a medication (procedure),4761000124103,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1520,medications,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Recommendation to start medication therapy (procedure),428861000124103,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1521,medications,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Drug therapy discontinued (situation),274512008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1522,symptoms,DX_NAME,MEDICAL_CONDITION,Multiple symptoms (finding),38276004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1523,symptoms,DX_NAME,MEDICAL_CONDITION,Cardiovascular symptoms (finding),267037003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1524,symptoms,DX_NAME,MEDICAL_CONDITION,Free of symptoms (situation),162467007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1525,symptoms,DX_NAME,MEDICAL_CONDITION,Discussion about signs and symptoms (procedure),223470000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1526,symptoms,DX_NAME,MEDICAL_CONDITION,Influenza-like symptoms (finding),315642008,10022009.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1527,positive,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Positive (qualifier value),10828004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1528,positive,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Positive measurement finding (finding),441773004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1529,positive,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Hormone receptor positive tumor (disorder),417742002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1530,positive,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Direct Coombs test positive (finding),165773002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1531,positive,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Positive immunology finding (navigational concept),309308005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1532,COVID test,TEST_NAME,TEST_TREATMENT_PROCEDURE,Histologic test (procedure),714797009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1533,COVID test,TEST_NAME,TEST_TREATMENT_PROCEDURE,Direct Coombs test (procedure),77020008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1534,COVID test,TEST_NAME,TEST_TREATMENT_PROCEDURE,Clinical immunological test (procedure),252511003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1535,COVID test,TEST_NAME,TEST_TREATMENT_PROCEDURE,Genetic test (procedure),405824009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1536,COVID test,TEST_NAME,TEST_TREATMENT_PROCEDURE,Cerulin test (procedure),252248006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1537,COVID,DX_NAME,MEDICAL_CONDITION,Bone structure of coccyx (body structure),64688005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1538,COVID,DX_NAME,MEDICAL_CONDITION,Genus Corvus (organism),396717008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1539,COVID,DX_NAME,MEDICAL_CONDITION,Organ of Corti structure (body structure),67788009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1540,COVID,DX_NAME,MEDICAL_CONDITION,All bone marrow of coccyx (body structure),731609003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1541,COVID,DX_NAME,MEDICAL_CONDITION,Cortisol measurement (procedure),62037009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1542,croup symptoms,DX_NAME,MEDICAL_CONDITION,Croup (disorder),71186008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1543,croup symptoms,DX_NAME,MEDICAL_CONDITION,Spasmodic croup (disorder),22951000119104,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1544,croup symptoms,DX_NAME,MEDICAL_CONDITION,Gastrointestinal symptom (finding),267045008,10017944.0,Gastrointestinal disorder,Gastrointestinal disorders NEC,Gastrointestinal conditions NEC,Gastrointestinal disorders,Gastr
1545,croup symptoms,DX_NAME,MEDICAL_CONDITION,Multiple symptoms (finding),38276004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1546,croup symptoms,DX_NAME,MEDICAL_CONDITION,Gastrointestinal tract problem (finding),300439004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1547,COVID,DX_NAME,MEDICAL_CONDITION,Bone structure of coccyx (body structure),64688005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1548,COVID,DX_NAME,MEDICAL_CONDITION,Coccygeal vertebra structure (body structure),18149002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1549,COVID,DX_NAME,MEDICAL_CONDITION,Cortisol measurement (procedure),62037009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1550,COVID,DX_NAME,MEDICAL_CONDITION,Coccolysin (substance),130708003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1551,COVID,DX_NAME,MEDICAL_CONDITION,Structure of hepatico-cardiac channel (body structure),361444006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1552,analgesics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Analgesic (substance),373265006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1553,analgesics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Analgesics requested (finding),182889006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1554,analgesics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Administration of analgesic (procedure),52685006,10053469.0,Analgesic therapy,Analgesia supportive care,Therapeutic procedures and supportive care NEC,Surgical and medical procedures,Surg
1555,analgesics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Medicinal product acting as analgesic agent (product),53009005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1556,analgesics,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Intraspinal analgesic administration (procedure),386511009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1557,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging (procedure),113091000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1558,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of breast (procedure),241615005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1559,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging guidance (procedure),258177008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1560,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of kidneys (procedure),241624001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1561,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of chest (procedure),6007000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1562,surgery,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Surgery (qualifier value),257556004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1563,surgery,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Surgery care (regime/therapy),736770009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1564,surgery,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Surgical procedure (procedure),387713003,10051332.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1565,surgery,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Surgery contraindicated (situation),275935009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1566,surgery,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Surgery not indicated (situation),183965009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1567,epidural,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Epidural route (qualifier value),404820008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1568,epidural,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Structure of epidural space (body structure),30636001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1569,epidural,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Site of epidural (attribute),277335004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1570,epidural,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Epidural abscess (disorder),61974008,10015010.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1571,epidural,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Structure of unilaminar epithelium (body structure),309043004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1572,huge,QUALITY,MEDICAL_CONDITION,Massive (qualifier value),46998006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1573,huge,QUALITY,MEDICAL_CONDITION,Large (qualifier value),255509001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1574,huge,QUALITY,MEDICAL_CONDITION,Giant hypertrophy (morphologic abnormality),11650005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1575,huge,QUALITY,MEDICAL_CONDITION,Greater (qualifier value),263768009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1576,huge,QUALITY,MEDICAL_CONDITION,Large tumor (finding),272419002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1577,L5,SYSTEM_ORGAN_SITE,ANATOMY,Bone structure of L5 (body structure),49668003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1578,L5,SYSTEM_ORGAN_SITE,ANATOMY,Structure of intervertebral disc of L5 and L6 (body structure),244578007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1579,L5,SYSTEM_ORGAN_SITE,ANATOMY,Entire intervertebral disc of L5 and L6 (body structure),1149094000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1580,L5,SYSTEM_ORGAN_SITE,ANATOMY,Entire bone of L5 (body structure),731680001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1581,L5,SYSTEM_ORGAN_SITE,ANATOMY,Structure of body of fifth lumbar vertebra (body structure),21799000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1582,herniation,DX_NAME,MEDICAL_CONDITION,Hernia of abdominal cavity (disorder),52515009,10060954.0,Abdominal hernia,Abdominal hernias NEC,Abdominal hernias and other abdominal wall conditions,Gastrointestinal disorders,Gastr
1583,herniation,DX_NAME,MEDICAL_CONDITION,Complete hernia (morphologic abnormality),125260004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1584,herniation,DX_NAME,MEDICAL_CONDITION,Herniated structure (morphologic abnormality),414403008,10019909.0,Hernia,Hernias NEC,General system disorders NEC,General disorders and administration site conditions,Genrl
1585,herniation,DX_NAME,MEDICAL_CONDITION,Incomplete hernia (morphologic abnormality),125261000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1586,herniation,DX_NAME,MEDICAL_CONDITION,Hernia adiposa (morphologic abnormality),110419005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1587,L5,SYSTEM_ORGAN_SITE,ANATOMY,Bone structure of L5 (body structure),49668003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1588,L5,SYSTEM_ORGAN_SITE,ANATOMY,Structure of intervertebral disc of L5 and L6 (body structure),244578007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1589,L5,SYSTEM_ORGAN_SITE,ANATOMY,Entire intervertebral disc of L5 and L6 (body structure),1149094000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1590,L5,SYSTEM_ORGAN_SITE,ANATOMY,Entire bone of L5 (body structure),731680001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1591,L5,SYSTEM_ORGAN_SITE,ANATOMY,Structure of body of fifth lumbar vertebra (body structure),21799000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1592,S1,SYSTEM_ORGAN_SITE,ANATOMY,"First heart sound, S>1<, function (observable entity)",47309005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1593,S1,SYSTEM_ORGAN_SITE,ANATOMY,"Abnormal first heart sound, S>1< (finding)",76310001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1594,S1,SYSTEM_ORGAN_SITE,ANATOMY,Structure of intervertebral disc of L5 and S1 (body structure),715056000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1595,S1,SYSTEM_ORGAN_SITE,ANATOMY,Structure of body of first sacral vertebra (body structure),420607007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1596,S1,SYSTEM_ORGAN_SITE,ANATOMY,Structure of first sacral vertebra (body structure),65985001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1597,several spots,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Biers spots (disorder),238811006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1598,several spots,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Several (qualifier value),261028005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1599,several spots,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Radiologic finding (finding),118247008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1600,several spots,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Multiple (qualifier value),255204007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1601,several spots,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Procedure related finding (finding),127325009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1602,nothing was herniating,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Imaging finding (finding),365853002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1603,nothing was herniating,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Disorder excluded (situation),315215002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1604,nothing was herniating,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Cerebral herniation (disorder),49453006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1605,nothing was herniating,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Nothing (qualifier value),260414001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
